Planet Name,Planet Radius [Earth Radius],Duration of a day (hours),Orbital Period [days],Planetary Type,Gravity Strength,Has Biosphere,Star Name
WASP-13 b,1.51,121.71,25.369116,Garden World,Medium,1,WASP-13
WASP-130 b,2.34,47.89,3.177422,Gas Giant,High,0,WASP-130
WASP-131 b,2.27,7.61,41.008011,Proto Planet,Low,1,WASP-131
WASP-132 b,1.7,23.17,8.07124073,Chthonian Planet,Low,1,WASP-132
WASP-132 c,2.55,56.16,11.01816836,Proto Planet,Low,1,WASP-132
WASP-132 d,2.14,74.73,12.94130146,Ice Giant,High,0,WASP-132
WASP-133 b,1.19,102.68,5.34982412,Gas Giant,High,0,WASP-133
WASP-135 b,2.36,82.31,18.82634264,Proto Planet,Low,1,WASP-135
WASP-136 b,1.22,34.85,4.76703963,Gas Giant,High,0,WASP-136
WASP-138 b,1.39,114.72,4.37034536,Dwarf Planet,Low,1,WASP-138
WASP-139 b,1.99,54.31,2.03232507,Ice Giant,High,0,WASP-139
WASP-14 b,1.44,61.56,22.9221266,Chthonian Planet,Low,1,WASP-14
WASP-140 b,2.12,57.35,16.10467749,Gas Giant,High,0,WASP-140
WASP-141 b,2.34,5.47,5.766193,Ice Giant,High,0,WASP-141
WASP-142 b,5.87,51.41,12.465988,Ice Giant,High,0,WASP-142
WASP-144 b,2.2,119.63,21.587475,Gas Giant,High,0,WASP-144
WASP-145 A b,2.6,4.32,37.993273,Ice Giant,High,0,WASP-145
WASP-147 b,1.75,82.49,56.268,Ice Giant,High,0,WASP-147
WASP-148 b,1.52,96.61,7.42693741,Gas Giant,High,0,WASP-148
WASP-148 c,1.88,19.75,12.00096042,Proto Planet,Low,1,WASP-148
WASP-15 b,0.79,35.27,1.91694425,Proto Planet,Low,1,WASP-15
WASP-150 b,1.22,0.12,16.301259,Garden World,Medium,1,WASP-150
WASP-151 b,1.33,72.19,13.32351601,Gas Giant,High,0,WASP-151
WASP-153 b,1.82,29.01,7.01075434,Dwarf Planet,Low,1,WASP-153
WASP-156 b,1.45,90.28,17.2923453,Garden World,Medium,1,WASP-156
WASP-157 b,2.29,74.6,94.2887577,Gas Giant,High,0,WASP-157
WASP-158 b,1.54,75.06,0.57736958,Gas Giant,High,0,WASP-158
WASP-159 b,1.4,43.31,86.828989,Chthonian Planet,Low,1,WASP-159
WASP-16 b,2.94,59.49,17.232366,Proto Planet,Low,1,WASP-16
WASP-160 B b,1.48,94.61,26.695074,Chthonian Planet,Low,1,WASP-160
WASP-84 c,2.71,46.93,9.95661537,Chthonian Planet,Low,1,WASP-84
WASP-85 A b,1.42,49.36,10.41725184,Proto Planet,Low,1,WASP-85
WASP-87 b,1.93,32.16,26.7839183,Dwarf Planet,Low,1,WASP-87
WASP-88 b,2.6,34.33,45.1263042,Garden World,Medium,1,WASP-88
WASP-89 b,2.81,49.31,11.94014029,Proto Planet,Low,1,WASP-89
WASP-90 b,0.79,18.6,4.16055856,Ice Giant,High,0,WASP-90
WASP-91 b,2.14,8.15,31.0571618,Chthonian Planet,Low,1,WASP-91
WASP-92 b,2.86,23.24,84.5733226,Proto Planet,Low,1,WASP-92
WASP-93 b,1.93,38.57,4.14787559,Chthonian Planet,Low,1,WASP-93
WASP-94 A b,2.9,78.95,5.19104016,Ice Giant,High,0,WASP-94
WASP-94 B b,0.73,43.98,3.410493,Dwarf Planet,Low,1,WASP-94
WASP-95 b,1.75,80.44,13.821375,Proto Planet,Low,1,WASP-95
WASP-96 b,1.11,44.89,30.950851,Proto Planet,Low,1,WASP-96
WASP-97 b,1.15,3.1,4.8663815,Proto Planet,Low,1,WASP-97
WASP-98 b,2.63,48.2,18.5525701,Gas Giant,High,0,WASP-98
WASP-99 b,2.26,13.34,13.62798432,Dwarf Planet,Low,1,WASP-99
WD 0806-661 b,1.75,99.18,16.8320729,Proto Planet,Low,1,WD 0806-661
WD 1856+534 b,1.35,23.15,3.70428172,Garden World,Medium,1,WD 1856+534
Wendelstein-1 b,1.18,90.25,7.46725407,Dwarf Planet,Low,1,Wendelstein-1
Wendelstein-2 b,2.38,0.92,24.3347127,Proto Planet,Low,1,Wendelstein-2
WISE J033605.05-014350.4 b,1.44,106.72,4.35409304,Ice Giant,High,0,WISE J033605.05-014350.4
WISEP J121756.91+162640.2 A b,1.44,90.3,2.93658468,Proto Planet,Low,1,WISEP J121756.91+162640.2 A
Wolf 1061 b,2.37,8.71,4.164389,Dwarf Planet,Low,1,Wolf 1061
Wolf 1061 c,0.74,50.23,5.774464,Ice Giant,High,0,Wolf 1061
Wolf 1061 d,1.92,26.89,2.60754383,Chthonian Planet,Low,1,Wolf 1061
Wolf 1069 b,1.84,56.23,45.0904643,Chthonian Planet,Low,1,Wolf 1069
Wolf 327 b,1.67,24.68,15.0540329,Garden World,Medium,1,Wolf 327
Wolf 503 b,1.33,42.66,68.8861915,Chthonian Planet,Low,1,Wolf 503
WTS-1 b,1.36,70.94,11.32271513,Garden World,Medium,1,WTS-1
WTS-2 b,2.33,103.47,13.71220213,Chthonian Planet,Low,1,WTS-2
xi Aql b,1.31,54.26,7.12811928,Ice Giant,High,0,xi Aql
XO-1 b,1.55,62.18,9.99113313,Proto Planet,Low,1,XO-1
XO-2 N b,1.3,114.59,3.60084276,Garden World,Medium,1,XO-2
XO-2 S b,1.31,22.26,5.72717226,Dwarf Planet,Low,1,XO-2
XO-2 S c,2.32,34.9,36.2919336,Gas Giant,High,0,XO-2
XO-3 b,1.49,111.79,12.4127754,Gas Giant,High,0,XO-3
XO-4 b,1.52,23.34,2.66831376,Dwarf Planet,Low,1,XO-4
XO-5 b,0.86,102.58,0.98494017,Garden World,Medium,1,XO-5
XO-6 b,1.43,91.44,0.66308526,Gas Giant,High,0,XO-6
XO-7 b,1.52,1.45,10.495711,Ice Giant,High,0,XO-7
YSES 2 b,1.58,1.56,21.869741,Chthonian Planet,Low,1,YSES 2
YZ Cet b,2.5,44.41,100.283134,Chthonian Planet,Low,1,YZ Cet
YZ Cet c,1.77,20.77,19.1187753,Proto Planet,Low,1,YZ Cet
YZ Cet d,2.26,96.19,48.4308991,Proto Planet,Low,1,YZ Cet
